#SUBMITTED ID	FBID_KEY	NAME	SYMBOL
FBgn0027196	FBgn0027196	lethal (2) 32e	l(2)32e
FBgn0020288	FBgn0020288	lethal (2) k06407	l(2)k06407
FBgn0015929	FBgn0015929	disc proliferation abnormal	dpa
FBgn0084653	FBgn0084653	Su(dpp)YE5	Su(dpp)YE5
FBgn0037109	FBgn0037109	Mediator complex subunit 1	MED1
FBgn0060557	FBgn0060557	lethal (3) S097405	l(3)S097405
FBgn0000351	FBgn0000351	cortex	cort
FBgn0069324	FBgn0069324	X-157-3	X-157-3
FBgn0065342	FBgn0065342	lethal (2) SH1833	l(2)SH1833
FBgn0262733	FBgn0262733	Src oncogene at 64B	Src64B
FBgn0002462	FBgn0002462	lethal (3) SG15	l(3)SG15
FBgn0022299	FBgn0022299	lethal (1) M120.1	l(1)M120.1
FBgn0022008	FBgn0022008	lethal (2) k09216	l(2)k09216
FBgn0022033	FBgn0022033	lethal (2) k08708	l(2)k08708
FBgn0087012	FBgn0087012	5-hydroxytryptamine (serotonin) receptor 2A	5-HT2A
FBgn0028671	FBgn0028671	Vacuolar H[+] ATPase 100kD subunit 1	Vha100-1
FBgn0021912	FBgn0021912	lethal (2) k11502	l(2)k11502
FBgn0003406	FBgn0003406	sichel	sic
FBgn0022103	FBgn0022103	lethal (2) k07118b	l(2)k07118b
FBgn0015614	FBgn0015614	Calcineurin B2	CanB2
FBgn0027139	FBgn0027139	lethal (3) 87ABa	l(3)87ABa
FBgn0031968	FBgn0031968	-	CG7231
FBgn0283536	FBgn0283536	Vacuolar H[+] ATPase 13kD subunit	Vha13
FBgn0005262	FBgn0005262	lethal (3) SG82	l(3)SG82
FBgn0260012	FBgn0260012	precocious dissociation of sisters 5	pds5
FBgn0014307	FBgn0014307	lethal (3) neo58a	l(3)neo58a
FBgn0020299	FBgn0020299	stumps	stumps
FBgn0003507	FBgn0003507	serpent	srp
FBgn0003539	FBgn0003539	Stretched wings	Str
FBgn0060651	FBgn0060651	lethal (3) S083407b	l(3)S083407b
FBgn0066351	FBgn0066351	lethal (3) 99DEd	l(3)99DEd
FBgn0023027	FBgn0023027	lethal (2) CA8	l(2)CA8
FBgn0067363	FBgn0067363	lethal (2) NC45	l(2)NC45
FBgn0065241	FBgn0065241	lethal (2) SH2154	l(2)SH2154
FBgn0041841	FBgn0041841	E(Sev-CycE)E44	E(Sev-CycE)E44
FBgn0065539	FBgn0065539	lethal (2) SH1067	l(2)SH1067
FBgn0016841	FBgn0016841	lethal (1) N1	l(1)N1
FBgn0023429	FBgn0023429	lethal (3) 98Fa	l(3)98Fa
FBgn0020270	FBgn0020270	meiotic recombination 11	mre11
FBgn0065262	FBgn0065262	lethal (2) SH2085	l(2)SH2085
FBgn0001774	FBgn0001774	lethal (1) M52	l(1)M52
FBgn0028136	FBgn0028136	lethal (3) S049405a	l(3)S049405a
FBgn0015694	FBgn0015694	Enhancer of Sex-lethal	E(Sxl)
FBgn0040330	FBgn0040330	EY2-8	EY2-8
FBgn0002928	FBgn0002928	Nelson's mutant	Ne
FBgn0060637	FBgn0060637	lethal (3) S084308b	l(3)S084308b
FBgn0262521	FBgn0262521	lethal (3) persistent salivary gland 3	l(3)psg3
FBgn0024627	FBgn0024627	lethal (2) k16514	l(2)k16514
FBgn0000241	FBgn0000241	brown	bw
FBgn0004971	FBgn0004971	lethal (1) 4Fa	l(1)4Fa
FBgn0010530	FBgn0010530	lethal (2) 03105	l(2)03105
FBgn0002985	FBgn0002985	odd skipped	odd
FBgn0010612	FBgn0010612	ATP synthase, subunit G	ATPsynG
FBgn0065581	FBgn0065581	lethal (2) SH0941	l(2)SH0941
FBgn0028240	FBgn0028240	lethal (3) S001717	l(3)S001717
FBgn0286204	FBgn0286204	ichor	ich
FBgn0065967	FBgn0065967	lethal (2) SH0008	l(2)SH0008
FBgn0003742	FBgn0003742	transformer 2	tra2
FBgn0014208	FBgn0014208	lethal (1) 9-38-1	l(1)9-38-1
FBgn0022205	FBgn0022205	lethal (2) k04308	l(2)k04308
FBgn0014297	FBgn0014297	lethal (3) 64Bh	l(3)64Bh
FBgn0002121	FBgn0002121	lethal (2) giant larvae	l(2)gl
FBgn0264324	FBgn0264324	sponge	spg
FBgn0032940	FBgn0032940	Mondo	Mondo
FBgn0005744	FBgn0005744	lethal (1) TK236	l(1)TK236
FBgn0016856	FBgn0016856	lethal (1) N37	l(1)N37
FBgn0010815	FBgn0010815	lethal (3) 03719	l(3)03719
FBgn0013622	FBgn0013622	lethal (3) neo12	l(3)neo12
FBgn0043483	FBgn0043483	lethal (3) 66EFc	l(3)66EFc
FBgn0065835	FBgn0065835	lethal (2) SH0338	l(2)SH0338
FBgn0016029	FBgn0016029	lethal (3) 89El	l(3)89El
FBgn0003714	FBgn0003714	technical knockout	tko
FBgn0262801	FBgn0262801	twisted bristles roughened eye	twr
FBgn0000927	FBgn0000927	female sterile (1) Young arrest	fs(1)Ya
FBgn0264492	FBgn0264492	casein kinase IIalpha	CkIIalpha
FBgn0016629	FBgn0016629	Enhancer of glass 2E	E(gl)2E
FBgn0028272	FBgn0028272	lethal (1) G0433	l(1)G0433
FBgn0024568	FBgn0024568	lethal (3) L7012	l(3)L7012
FBgn0065144	FBgn0065144	lethal (3) SH093	l(3)SH093
FBgn0005617	FBgn0005617	male-specific lethal 1	msl-1
FBgn0014301	FBgn0014301	lethal (3) 7-8	l(3)7-8
FBgn0084590	FBgn0084590	gang of four	gfr
FBgn0004201	FBgn0004201	lethal (3) 84Dc	l(3)84Dc
FBgn0037098	FBgn0037098	Wnk kinase	Wnk
FBgn0001746	FBgn0001746	lethal (1) HM18	l(1)HM18
FBgn0065468	FBgn0065468	lethal (2) SH1337	l(2)SH1337
FBgn0001411	FBgn0001411	lethal (1) 3Da	l(1)3Da
FBgn0001726	FBgn0001726	lethal (1) ESHS47	l(1)ESHS47
FBgn0028145	FBgn0028145	lethal (3) S045608	l(3)S045608
FBgn0263884	FBgn0263884	-	l(3)A42
FBgn0045073	FBgn0045073	Stromal interaction molecule	Stim
FBgn0028191	FBgn0028191	lethal (3) S022930	l(3)S022930
FBgn0021977	FBgn0021977	lethal (2) k09923	l(2)k09923
FBgn0060702	FBgn0060702	lethal (3) S071615	l(3)S071615
FBgn0027320	FBgn0027320	lethal (1) G0062	l(1)G0062
FBgn0002303	FBgn0002303	lethal (3) 84Bc	l(3)84Bc
FBgn0016798	FBgn0016798	lethal (1) 18	l(1)18
FBgn0064175	FBgn0064175	lethal (2) C805	l(2)C805
FBgn0010564	FBgn0010564	lethal (2) 04012a	l(2)04012a
FBgn0065529	FBgn0065529	lethal (2) SH1112	l(2)SH1112
FBgn0010265	FBgn0010265	Ribosomal protein S13	RpS13
FBgn0002470	FBgn0002470	lethal (3) SG25	l(3)SG25
FBgn0024643	FBgn0024643	lethal (2) k11326	l(2)k11326
FBgn0065512	FBgn0065512	lethal (2) SH1166	l(2)SH1166
FBgn0065756	FBgn0065756	lethal (2) SH0488	l(2)SH0488
FBgn0014214	FBgn0014214	lethal (2) 31Bb	l(2)31Bb
FBgn0065543	FBgn0065543	lethal (2) SH1056	l(2)SH1056
FBgn0027961	FBgn0027961	lethal (3) S146004	l(3)S146004
FBgn0013939	FBgn0013939	Enhancer of seven in absentia 4	E(sina)4
FBgn0002545	FBgn0002545	little fly	lf
FBgn0086362	FBgn0086362	spn-F	spn-F
FBgn0061065	FBgn0061065	lethal (3) S020802b	l(3)S020802b
FBgn0263600	FBgn0263600	DNA polymerase delta subunit 1	PolD1
FBgn0065734	FBgn0065734	lethal (2) SH0545	l(2)SH0545
FBgn0065408	FBgn0065408	lethal (2) SH1576	l(2)SH1576
FBgn0013582	FBgn0013582	lethal (3) 82Fj	l(3)82Fj
FBgn0031737	FBgn0031737	obstructor-E	obst-E
FBgn0004884	FBgn0004884	bullwinkle	bwk
FBgn0028236	FBgn0028236	lethal (3) S003006	l(3)S003006
FBgn0001803	FBgn0001803	lethal (1) Mc28	l(1)Mc28
FBgn0028590	FBgn0028590	lethal (3) L4222a	l(3)L4222a
FBgn0002457	FBgn0002457	lethal (3) SG10	l(3)SG10
FBgn0019688	FBgn0019688	lethal (3) 96Aa	l(3)96Aa
FBgn0065906	FBgn0065906	lethal (2) SH0191	l(2)SH0191
FBgn0015490	FBgn0015490	lethal (2) 46Cn	l(2)46Cn
FBgn0004526	FBgn0004526	lethal (4) 102CDi	l(4)102CDi
FBgn0065918	FBgn0065918	lethal (2) SH0161	l(2)SH0161
FBgn0061090	FBgn0061090	lethal (3) S011406	l(3)S011406
FBgn0002222	FBgn0002222	lethal (3) 68Ab	l(3)68Ab
FBgn0027660	FBgn0027660	bloated tubules	blot
FBgn0013342	FBgn0013342	neuronal Synaptobrevin	nSyb
FBgn0001786	FBgn0001786	lethal (1) M84	l(1)M84
FBgn0263893	FBgn0263893	-	l(3)H67
FBgn0000941	FBgn0000941	female sterile (2) A11	fs(2)A11
FBgn0065336	FBgn0065336	lethal (2) SH1851	l(2)SH1851
FBgn0003462	FBgn0003462	Superoxide dismutase 1	Sod1
FBgn0001463	FBgn0001463	lethal (1) 7Ed	l(1)7Ed
FBgn0065745	FBgn0065745	lethal (2) SH0517	l(2)SH0517
FBgn0028151	FBgn0028151	lethal (3) S044422	l(3)S044422
FBgn0037446	FBgn0037446	Zinc-finger protein	Zif
FBgn0029042	FBgn0029042	lethal (2) E22	l(2)E22
FBgn0060529	FBgn0060529	lethal (3) S101504	l(3)S101504
FBgn0003731	FBgn0003731	Epidermal growth factor receptor	Egfr
FBgn0031097	FBgn0031097	obstructor-A	obst-A
FBgn0023021	FBgn0023021	lethal (3) S001407b	l(3)S001407b
FBgn0004875	FBgn0004875	encore	enc
FBgn0013560	FBgn0013560	lethal (3) ry69	l(3)ry69
FBgn0084500	FBgn0084500	leprechaun	lep
FBgn0285896	FBgn0285896	breathless	btl
FBgn0261596	FBgn0261596	Ribosomal protein S24	RpS24
FBgn0017381	FBgn0017381	lethal (1) 3-64	l(1)3-64
FBgn0027974	FBgn0027974	lethal (3) S140410	l(3)S140410
FBgn0069444	FBgn0069444	E(br)65	E(br)65
FBgn0021798	FBgn0021798	lethal (2) k17002	l(2)k17002
FBgn0024664	FBgn0024664	lethal (2) k06020	l(2)k06020
FBgn0022324	FBgn0022324	lethal (1) B10.2	l(1)B10.2
FBgn0060644	FBgn0060644	lethal (3) S084014b	l(3)S084014b
FBgn0004484	FBgn0004484	lethal aberrant immune response 11	l(1)air11
FBgn0002238	FBgn0002238	lethal (3) 68Be	l(3)68Be
FBgn0013612	FBgn0013612	lethal (3) L0021	l(3)L0021
FBgn0025173	FBgn0025173	lethal (2) 38Dc	l(2)38Dc
FBgn0028189	FBgn0028189	lethal (3) S023549	l(3)S023549
FBgn0260397	FBgn0260397	Suppressor of variegation 3-3	Su(var)3-3
FBgn0065939	FBgn0065939	lethal (2) SH0117	l(2)SH0117
FBgn0002108	FBgn0002108	lethal (2) 85	l(2)85
FBgn0062593	FBgn0062593	Mod(var)1551	Mod(var)1551
FBgn0019758	FBgn0019758	lethal (1) 75B2	l(1)75B2
FBgn0004534	FBgn0004534	lethal (4) 102ABf	l(4)102ABf
FBgn0022096	FBgn0022096	lethal (2) k07215	l(2)k07215
FBgn0060632	FBgn0060632	lethal (3) S085208	l(3)S085208
FBgn0043036	FBgn0043036	lethal (2) 42Bh	l(2)42Bh
FBgn0060776	FBgn0060776	lethal (3) S060903	l(3)S060903
FBgn0001965	FBgn0001965	Son of sevenless	Sos
FBgn0065228	FBgn0065228	lethal (2) SH2193	l(2)SH2193
FBgn0065444	FBgn0065444	lethal (2) SH1445	l(2)SH1445
FBgn0060864	FBgn0060864	lethal (3) S047324	l(3)S047324
FBgn0060463	FBgn0060463	lethal (3) SzB63Cd	l(3)SzB63Cd
FBgn0065943	FBgn0065943	lethal (2) SH0109	l(2)SH0109
FBgn0051195	FBgn0051195	-	CG31195
FBgn0262518	FBgn0262518	Rab8	Rab8
FBgn0002477	FBgn0002477	lethal (3) SG32	l(3)SG32
FBgn0065591	FBgn0065591	lethal (2) SH0901	l(2)SH0901
FBgn0011802	FBgn0011802	Gemin 3	Gem3
FBgn0000157	FBgn0000157	Distal-less	Dll
FBgn0065764	FBgn0065764	lethal (2) SH0475	l(2)SH0475
FBgn0065190	FBgn0065190	lethal (2) SH2334	l(2)SH2334
FBgn0004456	FBgn0004456	multiple edematous wings	mew
FBgn0065305	FBgn0065305	lethal (2) SH1971	l(2)SH1971
FBgn0015754	FBgn0015754	Lissencephaly-1	Lis-1
FBgn0002617	FBgn0002617	Minute (3) 76A	M(3)76A
FBgn0065725	FBgn0065725	lethal (2) SH0562	l(2)SH0562
FBgn0004099	FBgn0004099	lethal (2) 60Dg	l(2)60Dg
FBgn0061010	FBgn0061010	lethal (3) S026220b	l(3)S026220b
FBgn0086371	FBgn0086371	Elongator complex protein 6	Elp6
FBgn0002873	FBgn0002873	mushroom body defect	mud
FBgn0004981	FBgn0004981	Bitten	Bit
FBgn0005401	FBgn0005401	lethal (1) 10Aj	l(1)10Aj
FBgn0260407	FBgn0260407	mitochondrial ribosomal protein S23	mRpS23
FBgn0001218	FBgn0001218	Heat shock protein 70 cognate 3	Hsc70-3
FBgn0024320	FBgn0024320	Niemann-Pick type C-1a	Npc1a
FBgn0259749	FBgn0259749	mummy	mmy
FBgn0264077	FBgn0264077	Calnexin 14D	Cnx14D
FBgn0010607	FBgn0010607	lethal (2) 05714	l(2)05714
FBgn0019788	FBgn0019788	lethal (1) 15	l(1)15
FBgn0001938	FBgn0001938	lethal (2) 25Fd	l(2)25Fd
FBgn0001319	FBgn0001319	knot	kn
FBgn0065895	FBgn0065895	lethal (2) SH0212	l(2)SH0212
FBgn0260859	FBgn0260859	Blocked early in transport 3	Bet3
FBgn0024581	FBgn0024581	lethal (3) rN346	l(3)rN346
FBgn0003124	FBgn0003124	polo	polo
FBgn0010630	FBgn0010630	lethal (2) 06935	l(2)06935
FBgn0028204	FBgn0028204	lethal (3) S014308	l(3)S014308
FBgn0260587	FBgn0260587	-	2L2436
FBgn0023046	FBgn0023046	lethal (1) 3Aq	l(1)3Aq
FBgn0065148	FBgn0065148	lethal (3) SH079	l(3)SH079
FBgn0002921	FBgn0002921	Na pump alpha subunit	Atpalpha
FBgn0030090	FBgn0030090	forked end	fend
FBgn0026666	FBgn0026666	Magnetic receptor	MagR
FBgn0011194	FBgn0011194	lethal (1) 302-3	l(1)302-3
FBgn0003499	FBgn0003499	stripe	sr
FBgn0260608	FBgn0260608	-	2L2938
FBgn0013352	FBgn0013352	Antp::Ubx	Antp::Ubx
FBgn0026369	FBgn0026369	Smad anchor for receptor activation	Sara
FBgn0260065	FBgn0260065	-	2L3908
FBgn0002156	FBgn0002156	lethal (2) MV	l(2)MV
FBgn0065955	FBgn0065955	lethal (2) SH0062	l(2)SH0062
FBgn0060619	FBgn0060619	lethal (3) S088712b	l(3)S088712b
FBgn0044494	FBgn0044494	DTD45.7	DTD45.7
FBgn0028027	FBgn0028027	lethal (3) S103408	l(3)S103408
FBgn0065869	FBgn0065869	lethal (2) SH0260	l(2)SH0260
FBgn0001995	FBgn0001995	mitochondrial ribosomal protein L4	mRpL4
FBgn0001886	FBgn0001886	lethal (2) 21Bd	l(2)21Bd
FBgn0263904	FBgn0263904	-	l(3)CL62
FBgn0038772	FBgn0038772	midlife crisis	mdlc
FBgn0001794	FBgn0001794	lethal (1) Mb26	l(1)Mb26
FBgn0000912	FBgn0000912	female sterile (1) M122	fs(1)M122
FBgn0061080	FBgn0061080	lethal (3) S014310b	l(3)S014310b
FBgn0001022	FBgn0001022	female sterile (3) A13	fs(3)A13
FBgn0046843	FBgn0046843	immune response deficient 25	ird25
FBgn0010124	FBgn0010124	lethal (1) of Helen Mayo	l(1)HM25
FBgn0001596	FBgn0001596	lethal (1) carot14	l(1)carot14
FBgn0065272	FBgn0065272	lethal (2) SH2056	l(2)SH2056
FBgn0022733	FBgn0022733	lethal (2) GPMG-14	l(2)GPMG-14
FBgn0045063	FBgn0045063	fused lobes	fdl
FBgn0026648	FBgn0026648	lethal (2) 65C2	l(2)65C2
FBgn0005245	FBgn0005245	lethal of Roberts 142	l(3)R142
FBgn0029027	FBgn0029027	lethal (3) 77ABd	l(3)77ABd
FBgn0014237	FBgn0014237	lethal (2) 31Et	l(2)31Et
FBgn0060428	FBgn0060428	lethal (3) S126110b	l(3)S126110b
FBgn0028686	FBgn0028686	Regulatory particle triple-A ATPase 3	Rpt3
FBgn0040192	FBgn0040192	lethal (1) G0185	l(1)G0185
FBgn0260082	FBgn0260082	-	2L1687
FBgn0001343	FBgn0001343	lethal (1) 1Ca	l(1)1Ca
FBgn0060987	FBgn0060987	lethal (3) S028102b	l(3)S028102b
FBgn0065372	FBgn0065372	lethal (2) SH1694	l(2)SH1694
FBgn0065655	FBgn0065655	lethal (2) SH0723	l(2)SH0723
FBgn0285947	FBgn0285947	Ribosomal protein S10b	RpS10b
FBgn0039861	FBgn0039861	partner of drosha	pasha
FBgn0013544	FBgn0013544	lethal (2) F11	l(2)F11
FBgn0015504	FBgn0015504	lethal (3) 95Aa	l(3)95Aa
FBgn0065371	FBgn0065371	lethal (2) SH1701	l(2)SH1701
FBgn0260780	FBgn0260780	wispy	wisp
FBgn0014224	FBgn0014224	lethal (2) 31Ec	l(2)31Ec
FBgn0000600	FBgn0000600	Enhancer of variegation 88D	E(var)88D
FBgn0065803	FBgn0065803	lethal (2) SH0400	l(2)SH0400
FBgn0019739	FBgn0019739	lethal (1) 91-2	l(1)91-2
FBgn0060508	FBgn0060508	lethal (3) S104416b	l(3)S104416b
FBgn0065554	FBgn0065554	lethal (2) SH1017	l(2)SH1017
FBgn0065259	FBgn0065259	lethal (2) SH2089	l(2)SH2089
FBgn0082636	FBgn0082636	S(CycE[JP])1S3	S(CycE[JP])1S3
FBgn0069222	FBgn0069222	gl(2R)243-17	gl(2R)243-17
FBgn0065438	FBgn0065438	lethal (2) SH1468	l(2)SH1468
FBgn0014255	FBgn0014255	lethal (2) DB2	l(2)DB2
FBgn0086695	FBgn0086695	humpty dumpty	hd
FBgn0065205	FBgn0065205	lethal (2) SH2280	l(2)SH2280
FBgn0069216	FBgn0069216	gl(3R)70-22	gl(3R)70-22
FBgn0065810	FBgn0065810	lethal (2) SH0386	l(2)SH0386
FBgn0015488	FBgn0015488	lethal (2) 46Cl	l(2)46Cl
FBgn0000870	FBgn0000870	female sterile (1) M65	fs(1)M65
FBgn0065326	FBgn0065326	lethal (2) SH1897	l(2)SH1897
FBgn0001453	FBgn0001453	lethal (1) 7Dg	l(1)7Dg
FBgn0285950	FBgn0285950	Ribosomal protein L19	RpL19
FBgn0010788	FBgn0010788	lethal (3) 02733	l(3)02733
FBgn0069242	FBgn0069242	eclair	eca
FBgn0034433	FBgn0034433	Endophilin B	EndoB
FBgn0038478	FBgn0038478	chromosome alignment defect 1	cal1
FBgn0016848	FBgn0016848	lethal (1) N29	l(1)N29
FBgn0011446	FBgn0011446	lethal (3) neo2	l(3)neo2
FBgn0027328	FBgn0027328	lethal (1) G0024	l(1)G0024
FBgn0046123	FBgn0046123	E(To)12	E(To)12
FBgn0065293	FBgn0065293	lethal (2) SH2003	l(2)SH2003
FBgn0083249	FBgn0083249	Enhancer of smoDN group O	E(smoDN)O
FBgn0022001	FBgn0022001	lethal (2) k09318	l(2)k09318
FBgn0039562	FBgn0039562	Glycoprotein 93	Gp93
FBgn0062578	FBgn0062578	Mod(var)E1047	Mod(var)E1047
FBgn0019744	FBgn0019744	lethal (1) 89B	l(1)89B
FBgn0019761	FBgn0019761	lethal (1) 72	l(1)72
FBgn0024179	FBgn0024179	wishful thinking	wit
FBgn0065945	FBgn0065945	lethal (2) SH0107	l(2)SH0107
FBgn0001398	FBgn0001398	lethal (1) 2Ea	l(1)2Ea
FBgn0284252	FBgn0284252	Leucine zipper and EF-hand containing transmembrane protein 1	Letm1
FBgn0020251	FBgn0020251	sulfateless	sfl
FBgn0065639	FBgn0065639	lethal (2) SH0762	l(2)SH0762
FBgn0011506	FBgn0011506	lethal (3) rK145	l(3)rK145
FBgn0005666	FBgn0005666	bent	bt
FBgn0027054	FBgn0027054	COP9 signalosome subunit 4	CSN4
FBgn0277419	FBgn0277419	-	l(3)psg15
FBgn0028689	FBgn0028689	Regulatory particle non-ATPase 6	Rpn6
FBgn0014971	FBgn0014971	lethal (1) 13Fa	l(1)13Fa
FBgn0262614	FBgn0262614	polychaetoid	pyd
FBgn0069247	FBgn0069247	brontops	bop
FBgn0025761	FBgn0025761	lethal (3) 93DFa	l(3)93DFa
FBgn0001586	FBgn0001586	lethal (1) carot3	l(1)carot3
FBgn0002126	FBgn0002126	lethal (2) IIJ59	l(2)IIJ59
FBgn0015271	FBgn0015271	Origin recognition complex subunit 5	Orc5
FBgn0019785	FBgn0019785	lethal (1) 20	l(1)20
FBgn0028078	FBgn0028078	lethal (3) S086405	l(3)S086405
FBgn0019909	FBgn0019909	autosomal female lethal	afl
FBgn0024572	FBgn0024572	lethal (3) L7321	l(3)L7321
FBgn0060481	FBgn0060481	lethal (3) S110915	l(3)S110915
FBgn0022257	FBgn0022257	lethal (2) k01006	l(2)k01006
FBgn0005141	FBgn0005141	lethal (2) CA6	l(2)CA6
FBgn0060445	FBgn0060445	lethal (3) S122413a	l(3)S122413a
FBgn0065389	FBgn0065389	lethal (2) SH1631	l(2)SH1631
FBgn0288686	FBgn0288686	beta-Tubulin at 60D	betaTub60D
FBgn0001557	FBgn0001557	lethal (1) 19Cb	l(1)19Cb
FBgn0004614	FBgn0004614	Additional veins	Adv
FBgn0025489	FBgn0025489	lethal (3) 82EFb	l(3)82EFb
FBgn0002878	FBgn0002878	mutagen-sensitive 101	mus101
FBgn0013519	FBgn0013519	lethal (1) rp2	l(1)rp2
FBgn0022728	FBgn0022728	lethal (3) GPMG-30	l(3)GPMG-30
FBgn0264270	FBgn0264270	Sex lethal	Sxl
FBgn0041099	FBgn0041099	poco pelo	ppo
FBgn0263933	FBgn0263933	ebi	ebi
FBgn0024886	FBgn0024886	lethal (2) 00455b	l(2)00455b
FBgn0065828	FBgn0065828	lethal (2) SH0355	l(2)SH0355
FBgn0060989	FBgn0060989	lethal (3) S027614b	l(3)S027614b
FBgn0002673	FBgn0002673	twine	twe
FBgn0262649	FBgn0262649	lethal (2) 47A7	l(2)47A7
FBgn0065229	FBgn0065229	lethal (2) SH2184	l(2)SH2184
FBgn0016802	FBgn0016802	lethal (1) K4	l(1)K4
FBgn0016818	FBgn0016818	lethal (1) L4	l(1)L4
FBgn0025169	FBgn0025169	lethal (2) 38EFb	l(2)38EFb
FBgn0030077	FBgn0030077	-	CG15365
FBgn0028063	FBgn0028063	lethal (3) S092416	l(3)S092416
FBgn0010123	FBgn0010123	lethal (1) from Eugene Nonautonomous 7	l(1)EN7
FBgn0086303	FBgn0086303	projectile	proj
FBgn0000154	FBgn0000154	Bar	Bar
FBgn0029058	FBgn0029058	lethal (1) G0435	l(1)G0435
FBgn0065750	FBgn0065750	lethal (2) SH0498	l(2)SH0498
FBgn0050476	FBgn0050476	aveugle	ave
FBgn0003865	FBgn0003865	twisted gastrulation	tsg
FBgn0022266	FBgn0022266	lethal (2) k00609	l(2)k00609
FBgn0021805	FBgn0021805	lethal (2) k16801	l(2)k16801
FBgn0004090	FBgn0004090	lethal (2) 60Ca	l(2)60Ca
